0,0,0,0,0,0,0,0,0,16,17,33,19,148,185,186,187,184,185,165,145,145,193,164,187,161,145,193,160,184,185,186,187,161,153,19,16,17,18,19,16,25,33,19,16,17,18,19,152,164,176,146,16,17,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,20,21,32,23,144,189,190,191,188,189,190,191,188,199,190,191,188,189,205,191,188,189,190,191,188,150,23,20,21,22,23,20,46,39,23,20,21,22,23,159,151,163,165,153,21,22,23,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,27,24,25,35,27,159,163,178,179,176,177,178,179,162,195,151,151,151,163,199,179,176,177,178,179,176,161,153,24,25,38,38,36,33,33,27,24,25,26,27,24,25,155,167,165,157,26,27,24,25,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,28,29,33,31,28,144,182,183,180,181,182,166,154,32,18,19,16,159,195,163,180,181,182,183,180,181,146,28,29,37,36,39,39,33,31,28,29,30,31,28,29,30,144,176,165,149,157,28,29,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,17,34,19,16,148,186,187,184,185,186,146,20,33,34,23,20,21,35,159,151,167,186,187,184,185,161,153,17,18,19,16,17,18,19,16,17,18,19,16,17,18,159,151,167,176,150,16,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,22,23,20,21,33,35,20,148,190,191,188,189,190,150,24,41,35,27,24,46,32,27,24,148,190,191,188,189,190,161,149,153,23,20,21,22,23,20,21,22,23,20,21,22,23,20,155,147,154,20,0,0,0,0,0,0,0,
0,0,0,0,0,0,25,26,27,24,25,45,35,24,159,167,179,176,177,178,150,28,29,33,31,28,33,33,31,28,144,178,179,176,177,178,179,176,161,145,153,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,29,30,31,28,29,30,31,35,29,155,163,180,181,182,146,16,17,32,19,16,34,37,37,36,192,202,198,206,196,182,183,180,181,182,161,157,30,31,28,29,30,31,28,29,30,31,0,29,30,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,17,18,19,16,17,18,32,16,17,18,148,184,185,186,150,20,21,35,23,20,32,37,38,37,192,202,204,202,196,186,187,184,185,186,187,165,193,153,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,20,21,22,23,20,21,22,34,35,21,22,155,163,189,190,165,157,25,33,33,35,32,26,156,145,160,190,191,188,189,190,191,188,189,190,191,188,197,165,153,21,22,23,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,24,25,26,27,24,25,26,27,34,47,26,27,155,163,178,179,150,29,45,35,33,29,30,159,167,177,178,179,176,177,178,179,176,177,178,179,176,177,178,165,149,153,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,31,28,29,30,31,28,29,30,31,33,35,30,31,28,155,163,183,165,157,18,32,32,17,18,19,144,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,165,153,28,29,30,31,28,29,30,0,0,0,0,0,0,0,0,0,
0,0,0,0,19,16,17,18,19,16,17,18,19,34,34,18,19,16,17,159,167,176,161,153,32,32,21,22,23,144,185,186,187,184,185,186,187,184,185,186,187,184,185,186,187,184,185,165,145,153,18,19,16,17,18,0,0,0,0,0,0,0,0,0,
0,0,0,22,23,20,21,22,23,20,21,22,23,45,34,33,23,20,21,22,159,167,176,161,149,193,145,145,149,160,189,190,191,188,189,190,191,188,189,166,147,147,151,151,147,167,189,190,191,161,153,23,20,21,22,23,0,0,0,0,0,0,0,0,
0,0,0,0,27,24,25,26,27,24,25,26,27,24,35,33,27,24,25,26,27,155,147,163,179,199,177,178,179,176,177,178,179,176,177,178,179,176,177,146,27,24,25,26,27,155,151,163,179,176,161,145,145,157,26,27,0,0,0,0,0,0,0,0,
0,0,0,0,31,28,29,30,31,28,29,30,31,28,35,32,47,28,29,30,31,28,29,159,147,195,167,182,162,147,147,163,183,180,181,182,183,180,166,154,31,28,29,30,31,28,29,155,163,180,181,182,183,165,153,31,28,0,0,0,0,0,0,0,
0,0,0,0,0,16,17,18,19,16,17,18,19,16,17,35,32,47,17,18,19,16,17,18,19,34,159,167,146,16,17,155,163,184,185,186,162,147,154,18,19,16,17,18,19,16,17,18,144,184,185,186,187,184,146,19,16,0,0,0,0,0,0,0,
0,0,0,0,0,20,21,22,23,20,21,22,23,20,21,45,35,33,21,22,23,20,21,22,23,35,21,159,158,20,21,22,159,147,147,151,158,20,21,22,23,20,21,22,23,20,21,22,159,167,189,190,191,188,165,153,20,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,32,35,35,26,27,24,25,26,27,32,32,26,27,24,25,26,27,24,25,30,27,24,25,26,27,24,25,26,27,24,25,26,27,159,151,167,179,176,162,158,24,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,31,28,29,30,31,28,29,30,45,34,34,34,35,32,35,30,31,45,39,39,38,36,37,39,37,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,144,183,180,150,31,28,29,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,39,34,35,33,34,36,37,34,37,37,38,36,38,39,36,37,39,36,39,36,17,18,19,16,17,18,19,16,17,18,19,16,17,155,163,184,161,153,16,17,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,22,23,20,39,38,33,35,34,37,38,44,45,37,23,20,21,22,23,20,36,37,39,38,39,37,36,43,21,22,23,20,21,22,23,20,21,22,144,188,189,161,157,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,27,24,36,37,34,34,38,36,36,24,25,26,27,24,25,26,27,24,25,26,27,45,38,39,38,37,36,47,27,24,25,26,27,24,25,26,144,176,177,178,150,16,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,31,28,29,30,31,28,29,30,31,28,39,39,32,35,34,37,37,28,29,30,31,28,29,30,31,28,29,30,31,28,45,36,38,38,39,38,39,36,29,30,31,28,29,30,155,163,181,182,161,153,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,17,18,34,34,35,34,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,36,39,39,43,18,19,16,17,18,19,155,167,186,187,150,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,45,33,32,43,23,20,21,22,23,20,148,190,191,150,16,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,34,32,33,43,24,25,26,27,24,148,178,179,165,153,16,0,0,0,0,
0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,30,31,28,29,30,31,45,35,32,32,28,29,30,31,28,148,182,183,166,158,16,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,19,16,17,18,19,16,32,35,34,16,17,18,19,152,160,186,187,150,16,16,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,0,20,21,22,23,20,34,33,44,20,21,22,152,164,189,190,191,150,16,16,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,26,27,24,32,35,27,24,25,26,155,163,177,178,179,161,149,153,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,30,31,28,29,0,0,0,0,0,0,0,0,30,31,28,32,32,31,28,29,30,31,148,181,182,183,166,147,158,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,16,32,34,19,16,17,18,19,148,185,186,187,146,16,16,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,21,0,0,0,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,33,35,34,23,20,21,22,156,164,189,190,191,161,157,16,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,32,32,35,27,24,25,26,148,176,177,178,179,162,158,16,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,34,32,44,31,28,29,30,148,180,181,182,183,150,16,16,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,19,32,34,18,19,16,17,18,148,184,185,186,162,158,16,16,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,35,32,22,23,156,149,149,164,188,189,166,158,16,16,16,16,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,32,33,26,156,160,177,178,179,176,177,146,16,16,16,16,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,34,34,30,148,180,181,182,183,180,181,150,16,16,16,16,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,32,33,17,18,148,184,185,186,187,184,166,154,16,16,16,16,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,35,34,21,152,160,188,189,190,191,188,150,16,16,16,16,16,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,16,16,25,148,179,176,177,178,179,176,150,16,16,16,16,16,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
